journey_date,train_number,train_name,train_type,season,day_of_week,is_weekend,month,source_code,destination_code,direction,station_code,station_index,total_stops,stops_remaining,distance_km,total_distance_km,remaining_distance_km,distance_to_next_km,progress_ratio,scheduled_departure_hour,scheduled_arrival_minutes,scheduled_elapsed_minutes,cumulative_halt_minutes,halt_minutes,delay_current_minutes,current_speed_kmh,delay_next_minutes,data_source,sim_seed
2024-01-06,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,15.4,68.9,15.9,SYNTHETIC_DEMO,42
2024-01-06,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,15.9,102.3,15.9,SYNTHETIC_DEMO,42
2024-01-07,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,19.4,76.3,15.6,SYNTHETIC_DEMO,42
2024-01-07,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,15.6,107.1,27.6,SYNTHETIC_DEMO,42
2024-01-07,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,27.6,57.9,53.6,SYNTHETIC_DEMO,42
2024-01-07,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,53.6,67.2,53.6,SYNTHETIC_DEMO,42
2024-01-08,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,22.6,111.8,21.5,SYNTHETIC_DEMO,42
2024-01-08,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,21.5,91.2,32.0,SYNTHETIC_DEMO,42
2024-01-08,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,32.0,54.6,31.4,SYNTHETIC_DEMO,42
2024-01-08,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,31.4,79.2,31.4,SYNTHETIC_DEMO,42
2024-01-09,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,21.0,88.5,23.3,SYNTHETIC_DEMO,42
2024-01-09,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,23.3,73.7,21.3,SYNTHETIC_DEMO,42
2024-01-09,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,21.3,91.1,21.6,SYNTHETIC_DEMO,42
2024-01-09,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,21.6,91.1,21.6,SYNTHETIC_DEMO,42
2024-01-10,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,14.0,111.4,15.9,SYNTHETIC_DEMO,42
2024-01-10,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,15.9,67.6,17.0,SYNTHETIC_DEMO,42
2024-01-10,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,17.0,102.4,17.7,SYNTHETIC_DEMO,42
2024-01-10,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,17.7,83.6,17.7,SYNTHETIC_DEMO,42
2024-01-11,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,16.9,95.3,15.9,SYNTHETIC_DEMO,42
2024-01-11,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,15.9,92.7,16.3,SYNTHETIC_DEMO,42
2024-01-11,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,16.3,107.3,21.5,SYNTHETIC_DEMO,42
2024-01-11,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,21.5,80.4,21.5,SYNTHETIC_DEMO,42
2024-01-12,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,41.2,85.1,38.0,SYNTHETIC_DEMO,42
2024-01-12,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,38.0,94.8,31.3,SYNTHETIC_DEMO,42
2024-01-12,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,31.3,85.0,25.4,SYNTHETIC_DEMO,42
2024-01-12,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,25.4,92.9,25.4,SYNTHETIC_DEMO,42
2024-01-13,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,45.9,91.9,43.0,SYNTHETIC_DEMO,42
2024-01-13,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,43.0,92.7,39.6,SYNTHETIC_DEMO,42
2024-01-13,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,39.6,106.7,38.0,SYNTHETIC_DEMO,42
2024-01-13,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,38.0,92.7,38.0,SYNTHETIC_DEMO,42
2024-01-14,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,19.5,88.7,20.0,SYNTHETIC_DEMO,42
2024-01-14,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,20.0,91.2,21.7,SYNTHETIC_DEMO,42
2024-01-14,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,21.7,119.4,17.8,SYNTHETIC_DEMO,42
2024-01-14,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,17.8,89.0,17.8,SYNTHETIC_DEMO,42
2024-01-15,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,19.2,64.5,16.2,SYNTHETIC_DEMO,42
2024-01-15,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,16.2,59.3,17.5,SYNTHETIC_DEMO,42
2024-01-15,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,17.5,73.0,15.5,SYNTHETIC_DEMO,42
2024-01-15,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,15.5,94.7,15.5,SYNTHETIC_DEMO,42
2024-01-16,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,24.4,97.4,25.6,SYNTHETIC_DEMO,42
2024-01-16,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,25.6,98.3,26.4,SYNTHETIC_DEMO,42
2024-01-16,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,26.4,84.1,15.2,SYNTHETIC_DEMO,42
2024-01-16,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,15.2,74.7,15.2,SYNTHETIC_DEMO,42
2024-01-17,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,17.0,92.8,18.3,SYNTHETIC_DEMO,42
2024-01-17,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,18.3,67.1,17.3,SYNTHETIC_DEMO,42
2024-01-17,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,17.3,73.5,12.9,SYNTHETIC_DEMO,42
2024-01-17,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,12.9,79.2,12.9,SYNTHETIC_DEMO,42
2024-01-18,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,15.8,65.9,18.3,SYNTHETIC_DEMO,42
2024-01-18,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,18.3,93.0,19.2,SYNTHETIC_DEMO,42
2024-01-18,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,19.2,84.4,18.7,SYNTHETIC_DEMO,42
2024-01-18,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,18.7,115.3,18.7,SYNTHETIC_DEMO,42
2024-01-19,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,42.2,57.4,42.4,SYNTHETIC_DEMO,42
2024-01-19,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,42.4,69.7,33.1,SYNTHETIC_DEMO,42
2024-01-19,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,33.1,67.2,46.6,SYNTHETIC_DEMO,42
2024-01-19,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,46.6,97.4,46.6,SYNTHETIC_DEMO,42
2024-01-20,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,21.2,83.0,17.1,SYNTHETIC_DEMO,42
2024-01-20,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,17.1,113.6,16.3,SYNTHETIC_DEMO,42
2024-01-20,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,16.3,132.2,20.8,SYNTHETIC_DEMO,42
2024-01-20,22436,Vande Bharat Express,Vande Bharat,winter,5,1,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,20.8,87.9,20.8,SYNTHETIC_DEMO,42
2024-01-21,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,43.8,90.6,44.8,SYNTHETIC_DEMO,42
2024-01-21,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,44.8,112.1,41.2,SYNTHETIC_DEMO,42
2024-01-21,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,41.2,94.9,40.7,SYNTHETIC_DEMO,42
2024-01-21,22436,Vande Bharat Express,Vande Bharat,winter,6,1,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,40.7,77.4,40.7,SYNTHETIC_DEMO,42
2024-01-22,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,15.0,81.2,3.2,SYNTHETIC_DEMO,42
2024-01-22,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,3.2,60.7,3.1,SYNTHETIC_DEMO,42
2024-01-22,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,3.1,93.4,4.4,SYNTHETIC_DEMO,42
2024-01-22,22436,Vande Bharat Express,Vande Bharat,winter,0,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,4.4,115.4,4.4,SYNTHETIC_DEMO,42
2024-01-23,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,17.1,70.1,19.8,SYNTHETIC_DEMO,42
2024-01-23,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,19.8,100.5,17.5,SYNTHETIC_DEMO,42
2024-01-23,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,17.5,79.7,16.2,SYNTHETIC_DEMO,42
2024-01-23,22436,Vande Bharat Express,Vande Bharat,winter,1,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,16.2,88.3,16.2,SYNTHETIC_DEMO,42
2024-01-24,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,27.4,77.1,22.7,SYNTHETIC_DEMO,42
2024-01-24,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,22.7,110.1,22.1,SYNTHETIC_DEMO,42
2024-01-24,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,22.1,73.1,26.6,SYNTHETIC_DEMO,42
2024-01-24,22436,Vande Bharat Express,Vande Bharat,winter,2,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,26.6,86.2,26.6,SYNTHETIC_DEMO,42
2024-01-25,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,15.7,82.0,14.7,SYNTHETIC_DEMO,42
2024-01-25,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,14.7,97.3,14.6,SYNTHETIC_DEMO,42
2024-01-25,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,PRYJ,2,4,1,634.0,759.0,125.0,125.0,0.8353096179183136,6.0,728.0,368.0,2.0,2.0,14.6,91.8,12.3,SYNTHETIC_DEMO,42
2024-01-25,22436,Vande Bharat Express,Vande Bharat,winter,3,0,1,NDLS,BSB,DOWN,BSB,3,4,0,759.0,759.0,0.0,0.0,1.0,6.0,840.0,480.0,4.0,0.0,12.3,101.8,12.3,SYNTHETIC_DEMO,42
2024-01-26,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,NDLS,0,4,3,0.0,759.0,759.0,440.0,0.0,6.0,360.0,0.0,0.0,0.0,27.1,85.5,26.6,SYNTHETIC_DEMO,42
2024-01-26,22436,Vande Bharat Express,Vande Bharat,winter,4,0,1,NDLS,BSB,DOWN,CNB,1,4,2,440.0,759.0,319.0,194.0,0.5797101449275363,6.0,608.0,248.0,0.0,2.0,26.6,72.1,22.8,SYNTHETIC_DEMO,42
